City,Wealth Index,No of Hospitals,No of Schools,No of Banks,Cell Phone Facility,Water Resources,Agricultural Lands,Unemployed,No of Govt Officials,No of HIV Patients,Educational Levels,Transport Facilities,Highways,Air Port Facilities,Railway Facilities
Pune,3,1292,24361,8797,Yes,Scarce,8207,5976,4042,866,High,Moderate,3,Yes,Yes
Pune,1,1016,10951,7989,No,Scarce,7579,7471,1298,212,Low,Moderate,6,Yes,No
Chennai,6,1159,27332,1536,No,Sufficient,4519,7055,2138,127,High,Moderate,10,No,Yes
Surat,3,1195,45538,1310,Yes,Scarce,2746,6950,1659,562,Medium,Good,9,Yes,No
Pune,1,1187,21575,5547,Yes,Scarce,3259,2356,4814,309,Medium,Poor,2,No,No
Chennai,0,844,31123,2470,Yes,Scarce,1031,6441,2571,801,High,Poor,6,Yes,Yes
Surat,2,597,41551,6541,No,Scarce,6210,5606,1359,230,Low,Good,1,No,Yes
Delhi,6,1143,45226,3171,Yes,Scarce,7202,9235,2869,486,Medium,Poor,8,Yes,Yes
Delhi,3,881,27678,3522,Yes,Scarce,8365,8545,4908,256,Medium,Good,10,No,No
Kolkata,8,610,33053,4533,No,Scarce,3868,2612,3741,134,Medium,Poor,8,Yes,Yes
Bangalore,6,543,42590,2632,No,Scarce,5814,7033,1122,878,Low,Good,6,Yes,No
Pune,5,1181,31489,4853,Yes,Sufficient,8842,8993,4323,494,High,Moderate,3,Yes,Yes
Kolkata,3,327,2038,2193,Yes,Sufficient,1851,7026,2615,276,Medium,Good,1,No,Yes
Chennai,6,489,34156,9751,Yes,Scarce,1631,7574,1965,783,High,Moderate,5,Yes,Yes
Chennai,5,1643,45634,1744,Yes,Scarce,6966,9731,842,665,Medium,Moderate,10,No,Yes
Delhi,2,1035,32821,3433,No,Scarce,9121,4794,3785,448,High,Good,5,Yes,Yes
Delhi,9,756,49891,5957,Yes,Sufficient,7249,6548,4296,429,Low,Poor,3,Yes,No
Mumbai,7,724,48254,6901,No,Sufficient,3548,7959,683,109,Medium,Good,8,No,No
Bangalore,8,799,6324,5052,No,Scarce,2343,3514,797,211,Low,Moderate,1,No,No
Kolkata,5,1546,24366,4683,No,Scarce,9981,5400,2191,428,Low,Moderate,3,Yes,No
Jaipur,6,1896,15556,5834,No,Scarce,8782,5658,3304,852,Medium,Good,9,No,Yes
Chennai,0,358,10738,8043,Yes,Sufficient,3315,5015,4947,158,Low,Moderate,5,No,Yes
Delhi,8,1620,10503,1686,Yes,Scarce,5409,2252,2423,345,Low,Poor,6,Yes,Yes
Bangalore,5,830,34483,4030,No,Sufficient,6601,9325,4664,915,Medium,Good,5,No,Yes
Mumbai,0,1549,31244,3322,No,Sufficient,4910,5747,3017,420,High,Good,8,Yes,Yes
Jaipur,8,1846,19197,2010,No,Sufficient,8248,6967,2433,775,Medium,Good,7,No,Yes
Jaipur,4,1988,23810,7183,No,Sufficient,5468,6801,2632,447,Medium,Good,4,Yes,Yes
Kolkata,9,678,45632,5320,Yes,Sufficient,1810,9934,2329,186,Low,Poor,3,No,Yes
Chennai,7,390,24615,5474,No,Sufficient,4337,1165,926,220,High,Good,3,No,Yes
Chennai,3,357,30822,3189,Yes,Sufficient,4134,5450,2103,335,Medium,Poor,5,Yes,Yes
Pune,8,1834,10216,3523,Yes,Scarce,3484,2300,3167,489,Medium,Good,6,Yes,No
Bangalore,6,1047,42041,6650,No,Scarce,7716,2634,4011,152,High,Poor,3,Yes,Yes
Bangalore,2,946,13816,2748,No,Sufficient,2829,5286,4410,899,Low,Moderate,2,No,Yes
Hyderabad,5,1455,20064,9616,Yes,Sufficient,9758,4113,3583,682,Medium,Good,9,No,No
Delhi,8,1198,11143,3159,No,Sufficient,7158,5909,4181,615,Medium,Poor,4,No,No
Bangalore,8,1461,31098,7593,Yes,Sufficient,9282,9667,3790,402,Medium,Good,7,Yes,No
Kolkata,6,1165,37666,3064,No,Scarce,1090,6883,2833,739,Medium,Moderate,3,Yes,Yes
Chennai,0,1549,36235,5813,Yes,Scarce,9694,8611,4360,515,Low,Poor,3,Yes,No
Hyderabad,5,669,31655,3648,Yes,Sufficient,9241,2127,3845,775,Low,Poor,2,Yes,No
Bangalore,9,1500,35250,3690,Yes,Scarce,8713,7954,3200,258,Low,Poor,8,No,No
Mumbai,8,1620,22535,9504,No,Scarce,9079,9107,842,880,High,Poor,1,No,No
Hyderabad,2,296,41131,9607,No,Sufficient,7535,9302,2634,442,High,Poor,4,No,Yes
Bangalore,7,518,10979,9454,No,Sufficient,5019,7638,3089,920,High,Good,1,Yes,Yes
Kolkata,1,275,45550,7580,Yes,Sufficient,9479,2817,1636,996,High,Poor,7,No,No
Hyderabad,0,363,11703,8718,Yes,Sufficient,6944,1164,4077,322,Medium,Good,5,Yes,Yes
Bangalore,7,1883,26387,5108,No,Sufficient,9707,6741,1687,194,Medium,Poor,4,No,Yes
Bangalore,5,1855,20453,7771,No,Sufficient,4044,6524,2884,861,High,Poor,2,No,No
Kolkata,9,1512,20871,6044,No,Scarce,6598,6765,3202,443,Medium,Moderate,8,No,Yes
Jaipur,3,342,35013,7596,Yes,Sufficient,3490,4590,4738,754,Low,Good,10,No,Yes
Ahmedabad,4,1696,34936,6456,Yes,Sufficient,5645,9647,729,985,High,Good,9,Yes,Yes
Ahmedabad,3,271,47342,1719,No,Sufficient,3360,1021,1240,895,Low,Poor,2,Yes,Yes
Mumbai,1,1351,39591,8023,Yes,Scarce,4559,4462,4145,104,Low,Good,3,Yes,Yes
Surat,3,1397,36893,4900,No,Sufficient,7133,2474,2542,502,Low,Poor,2,Yes,No
Delhi,4,919,40938,9349,No,Sufficient,2297,2959,2221,865,Low,Moderate,4,No,No
Delhi,1,1755,35693,4979,No,Scarce,1042,1048,4429,104,Low,Good,4,Yes,Yes
Mumbai,3,1219,5695,4362,No,Sufficient,2528,6854,3970,550,High,Moderate,3,Yes,Yes
Hyderabad,0,520,4212,5252,Yes,Scarce,6441,4252,607,364,Medium,Moderate,7,No,No
Pune,1,1601,4321,5961,No,Scarce,5512,3885,4213,176,Low,Good,6,Yes,No
Kolkata,8,1170,48093,9837,No,Scarce,9250,1849,2318,969,Low,Moderate,1,Yes,No
Surat,3,222,1314,4145,Yes,Scarce,1219,4780,1504,694,Medium,Poor,4,Yes,Yes
Chennai,7,1568,18960,8695,No,Scarce,6515,1764,1049,151,Low,Moderate,1,No,No
Chennai,7,1743,10742,6151,Yes,Sufficient,4587,5655,1160,460,Low,Moderate,3,Yes,No
Jaipur,10,559,10563,3736,Yes,Sufficient,9993,5709,1347,932,Medium,Good,2,No,Yes
Pune,8,1733,38674,9809,No,Sufficient,1770,6350,1522,185,Low,Moderate,8,No,No
Kolkata,8,1238,11944,9461,Yes,Sufficient,3054,9255,3924,620,Low,Moderate,4,Yes,No
Hyderabad,10,1033,27806,1863,Yes,Sufficient,7341,9504,1850,650,High,Good,6,No,No
Pune,7,1907,29957,1999,Yes,Scarce,3194,1555,3162,348,High,Poor,2,No,No
Jaipur,1,1460,5955,8214,Yes,Sufficient,5769,3841,850,664,High,Good,5,Yes,No
Bangalore,10,1634,38167,3225,No,Sufficient,6780,3802,682,310,Medium,Moderate,5,Yes,No
Hyderabad,0,121,26430,3049,Yes,Scarce,2598,1717,3408,567,Low,Good,8,Yes,No
Delhi,4,1688,14444,5236,Yes,Sufficient,2039,7168,3241,780,Low,Poor,5,No,No
Jaipur,10,233,5994,9048,No,Sufficient,8627,5994,1297,286,Medium,Moderate,4,Yes,No
Ahmedabad,8,664,3625,6931,Yes,Scarce,6035,1002,2487,381,Medium,Good,9,No,No
Ahmedabad,8,680,5560,3822,Yes,Scarce,2027,3957,4775,334,Medium,Poor,2,No,Yes
Pune,5,1634,33526,8894,Yes,Scarce,4882,8334,2030,186,Medium,Good,1,No,Yes
Jaipur,8,1193,25285,4633,Yes,Scarce,9503,3619,4447,759,High,Poor,1,No,Yes
Pune,8,1039,46538,1707,No,Scarce,3650,9989,4847,546,High,Moderate,4,No,Yes
Mumbai,0,342,49172,3137,Yes,Sufficient,7807,9386,3233,265,Low,Moderate,8,No,Yes
Surat,3,1474,17370,8660,No,Scarce,6248,2451,4908,836,Low,Poor,7,No,Yes
Chennai,2,439,18405,1875,Yes,Sufficient,5510,9732,2983,237,Low,Moderate,8,No,No
Pune,10,662,30716,4629,No,Sufficient,3962,6802,899,921,Medium,Good,6,Yes,Yes
Mumbai,1,1250,5662,6640,Yes,Scarce,8428,8910,1686,710,Medium,Moderate,6,No,Yes
Ahmedabad,5,1596,43210,6578,Yes,Scarce,2916,7116,4751,597,High,Good,8,No,Yes
Ahmedabad,8,338,48409,3004,No,Sufficient,5822,2586,1657,160,High,Moderate,6,Yes,No
Jaipur,9,607,42804,7148,No,Scarce,8843,6350,4761,986,Medium,Moderate,10,Yes,Yes
Chennai,3,237,47025,4646,Yes,Sufficient,7632,2639,2478,551,Medium,Moderate,5,No,No
Ahmedabad,0,1000,39108,5574,No,Sufficient,2522,5028,1747,647,High,Good,9,No,No
Bangalore,6,1765,44421,6276,No,Scarce,2617,2054,544,212,Low,Moderate,9,Yes,Yes
Surat,2,157,32938,7794,No,Scarce,3503,7180,814,394,Low,Good,8,Yes,Yes
Jaipur,6,225,7642,4487,No,Scarce,6327,3359,1723,962,Medium,Good,2,Yes,Yes
Delhi,6,1660,44160,6199,No,Sufficient,6614,2457,2202,279,High,Good,3,No,Yes
Mumbai,0,1018,46687,8085,No,Scarce,3086,3169,4003,694,High,Good,9,No,No
Chennai,3,826,11680,2624,Yes,Sufficient,1020,2693,1882,781,Low,Good,5,Yes,Yes
Pune,2,1040,9613,4299,No,Sufficient,7019,4485,4864,898,High,Moderate,6,No,Yes
Mumbai,9,481,14242,5363,Yes,Scarce,3074,6662,986,405,Low,Moderate,6,No,No
Bangalore,0,1749,41459,6164,No,Sufficient,3410,7787,511,268,Medium,Good,5,No,Yes
Mumbai,4,628,40391,2271,Yes,Scarce,4982,5557,3887,697,Low,Good,10,No,No
Chennai,4,1179,17270,2242,No,Scarce,9106,1282,3008,902,Low,Poor,6,No,No
Bangalore,8,276,19046,2117,Yes,Sufficient,5112,9039,2306,105,Low,Poor,5,Yes,Yes
Surat,6,571,17310,5586,Yes,Sufficient,9346,1665,4120,650,Low,Moderate,5,No,Yes
Jaipur,4,486,32604,8510,Yes,Sufficient,6725,2853,3160,711,Medium,Good,5,Yes,No
Jaipur,4,1065,48087,6560,Yes,Scarce,6530,5789,905,553,Low,Moderate,5,Yes,Yes
Pune,1,764,14305,6409,Yes,Scarce,2005,8325,4576,844,Medium,Moderate,9,No,No
Hyderabad,9,240,15426,6912,Yes,Sufficient,2524,8329,4245,451,Medium,Good,10,No,No
Pune,2,1842,10831,3137,No,Sufficient,2031,7500,4900,756,Medium,Moderate,6,No,No
Chennai,5,1835,39804,6076,No,Scarce,2195,8375,3417,889,Low,Moderate,8,No,No
Chennai,9,1124,41642,9591,Yes,Scarce,7803,7831,2509,820,High,Good,6,Yes,Yes
Jaipur,10,1184,21369,6803,No,Sufficient,3022,8825,4648,984,High,Good,3,Yes,No
Jaipur,1,559,15878,8397,Yes,Sufficient,8585,1216,985,549,High,Good,6,Yes,No
Mumbai,3,1651,22044,8048,No,Sufficient,4645,2554,1996,547,Medium,Moderate,1,Yes,No
Chennai,10,1002,5941,5025,No,Sufficient,8841,1220,2120,325,Medium,Poor,9,No,Yes
Hyderabad,1,1053,44386,9659,Yes,Sufficient,1736,4614,854,141,Low,Good,5,Yes,Yes
Mumbai,6,1058,18143,2377,Yes,Sufficient,5240,7917,4834,281,Medium,Moderate,3,Yes,No
Delhi,3,1483,30285,8991,Yes,Sufficient,7192,3348,917,163,Low,Moderate,5,No,No
Jaipur,0,1038,30943,9866,No,Scarce,1720,5403,778,558,Medium,Moderate,6,No,No
Jaipur,6,1918,14383,1855,Yes,Sufficient,1333,8053,1112,418,Low,Moderate,5,No,Yes
Jaipur,8,1890,43782,1066,Yes,Scarce,6160,9323,807,234,Low,Moderate,6,Yes,No
Surat,4,1066,35645,3041,No,Sufficient,4668,2079,556,732,High,Good,2,No,Yes
Kolkata,9,1800,38794,7299,No,Scarce,7331,4998,3094,414,Low,Moderate,2,No,Yes
Ahmedabad,10,200,43961,7656,Yes,Scarce,7042,4271,3412,110,Medium,Moderate,4,No,Yes
Delhi,3,358,33411,6393,Yes,Scarce,2320,1973,1499,636,High,Moderate,6,Yes,Yes
Hyderabad,2,545,14487,3841,No,Sufficient,9864,4370,4878,612,Low,Good,4,Yes,Yes
Delhi,7,222,49661,5910,No,Sufficient,5526,7175,3653,391,Low,Moderate,4,No,No
Chennai,0,1547,38419,2051,No,Scarce,3190,1521,1204,944,Medium,Moderate,7,Yes,No
Chennai,5,1093,47364,2204,Yes,Sufficient,7837,4255,3414,123,Medium,Poor,1,No,Yes
Delhi,9,1924,32867,7098,Yes,Scarce,2067,9895,1423,283,High,Good,1,Yes,Yes
Bangalore,1,1729,1876,5921,No,Scarce,2253,1593,3585,407,High,Poor,9,Yes,Yes
Bangalore,1,808,45853,6149,No,Scarce,1448,1688,1520,528,Low,Moderate,4,Yes,No
Kolkata,4,1361,33250,5691,Yes,Scarce,2034,6160,706,769,Medium,Moderate,3,No,Yes
Surat,7,1767,19198,1773,No,Scarce,8425,9587,2962,308,High,Moderate,3,Yes,Yes
Bangalore,6,1071,35294,4336,Yes,Scarce,6882,4903,4401,843,Low,Moderate,10,Yes,No
Kolkata,5,686,40862,9238,No,Scarce,9386,8642,4560,349,Low,Moderate,10,Yes,No
Delhi,4,932,33938,9430,Yes,Sufficient,5791,9732,2393,918,High,Good,2,No,No
Jaipur,9,408,6119,1232,Yes,Scarce,9740,5016,725,935,Low,Poor,6,Yes,No
Hyderabad,5,156,21628,1824,No,Scarce,7320,7380,1653,143,High,Good,9,No,Yes
Surat,8,1025,30725,8982,No,Sufficient,6287,5134,1061,233,Low,Poor,3,Yes,No
Hyderabad,9,355,48933,8005,No,Scarce,1452,8240,3306,634,High,Poor,3,Yes,No
Surat,0,1728,42862,9191,No,Scarce,4078,6945,3264,487,Medium,Poor,1,No,No
Pune,3,554,20952,6756,No,Scarce,6368,9715,2327,785,Medium,Moderate,1,No,Yes
Kolkata,9,1524,11542,2299,No,Scarce,7592,6794,1598,508,High,Poor,6,Yes,No
Surat,7,1443,9970,5690,Yes,Scarce,6318,3941,680,103,Low,Good,3,No,Yes
Hyderabad,1,1202,5903,4586,No,Scarce,1289,8860,4670,118,Low,Good,8,No,No
Delhi,3,1070,30265,9736,No,Sufficient,6307,8738,1254,775,High,Poor,8,Yes,No
Delhi,8,842,47116,1940,Yes,Scarce,3067,1683,3893,769,Low,Good,3,Yes,Yes
Ahmedabad,2,1235,31399,5119,No,Sufficient,7040,8140,4818,800,Low,Good,3,Yes,No
Hyderabad,7,731,44989,6404,No,Scarce,5973,3042,4091,144,High,Moderate,5,Yes,Yes
Ahmedabad,6,1900,11012,8017,No,Sufficient,3577,3044,884,400,Low,Poor,6,No,No
Mumbai,2,1558,10129,5782,No,Scarce,6983,2786,1945,444,Low,Moderate,8,No,Yes
Kolkata,8,140,32988,8761,No,Scarce,9912,5256,2205,633,High,Moderate,1,Yes,No
Chennai,0,922,38757,2485,Yes,Sufficient,3350,8074,1778,996,High,Good,2,No,Yes
Kolkata,7,1786,40792,5458,Yes,Scarce,9413,9263,1272,389,Medium,Poor,3,Yes,Yes
Hyderabad,3,1259,23749,4084,Yes,Sufficient,2581,7010,1443,960,High,Poor,10,No,No
Surat,10,184,42204,2286,No,Sufficient,1355,4581,2562,175,High,Poor,10,Yes,No
Delhi,9,1999,2705,7220,Yes,Scarce,4541,5846,969,167,Medium,Poor,1,Yes,Yes
Kolkata,10,1418,1207,4046,No,Sufficient,4917,1321,2204,579,High,Good,5,No,Yes
Chennai,6,774,13323,6011,No,Scarce,6844,6692,3504,153,Low,Poor,8,Yes,No
Chennai,4,884,4139,8160,No,Sufficient,7958,2006,2508,727,Low,Poor,6,Yes,Yes
Mumbai,0,1794,2569,3380,Yes,Sufficient,3320,1539,3708,275,Medium,Good,8,No,No
Bangalore,8,1967,8947,3726,Yes,Sufficient,4332,7598,3298,423,Medium,Poor,8,Yes,No
Kolkata,8,1541,6424,6932,Yes,Sufficient,2690,1240,3252,534,High,Poor,1,No,Yes
Delhi,6,1490,15139,2745,No,Scarce,8081,8340,854,489,Low,Good,2,Yes,No
Jaipur,1,708,47853,8071,Yes,Scarce,3728,5674,3387,662,High,Poor,7,No,No
Hyderabad,7,1327,15608,5089,Yes,Sufficient,7208,7105,1319,597,Low,Good,4,No,Yes
Mumbai,4,882,18818,3535,Yes,Sufficient,1874,1620,2613,133,Medium,Poor,9,No,Yes
Kolkata,4,1003,44254,5953,Yes,Scarce,1684,9782,4901,322,Medium,Moderate,8,No,Yes
Hyderabad,2,559,20883,9590,No,Scarce,5051,8181,3302,990,Low,Good,1,Yes,Yes
Chennai,5,1864,14854,6131,No,Sufficient,1691,2736,4951,466,High,Poor,1,No,No
Delhi,8,1934,6545,4375,No,Scarce,9352,6621,2261,448,High,Poor,9,No,No
Mumbai,6,1320,40469,3237,Yes,Sufficient,1377,1569,819,633,Low,Moderate,1,No,Yes
Delhi,3,877,14220,2465,No,Sufficient,8249,9119,3695,733,Medium,Poor,1,Yes,No
Hyderabad,4,208,13816,9684,Yes,Scarce,4856,2398,715,350,High,Good,2,Yes,Yes
Hyderabad,9,1380,37935,4881,Yes,Sufficient,6142,9655,3767,485,Medium,Poor,5,Yes,No
Surat,3,1476,41182,4818,No,Scarce,8318,5683,2695,723,Low,Good,5,No,Yes
Chennai,2,161,14386,8360,Yes,Sufficient,1201,8862,4205,388,Low,Good,5,Yes,No
Ahmedabad,8,1571,42629,8025,Yes,Scarce,5321,8075,1092,699,High,Moderate,6,Yes,Yes
Ahmedabad,8,1082,48912,1092,No,Scarce,5522,8837,1596,974,Medium,Good,7,Yes,Yes
Kolkata,10,1687,48714,6083,Yes,Scarce,4256,6861,2340,767,Medium,Good,3,Yes,No
Delhi,2,1604,43376,6001,No,Scarce,3114,4401,4042,541,Medium,Good,6,Yes,No
Ahmedabad,2,959,33293,1680,No,Sufficient,2863,8873,4527,233,High,Moderate,9,No,No
Kolkata,5,1631,34530,5179,No,Scarce,4020,5156,2652,571,Medium,Moderate,8,No,Yes
Delhi,3,1365,39210,1696,Yes,Sufficient,3148,9071,4345,218,High,Poor,7,Yes,No
Mumbai,3,1827,12639,9175,No,Sufficient,8546,9228,3084,616,Low,Poor,8,Yes,Yes
Mumbai,7,1216,31971,7442,No,Scarce,8014,3393,4483,663,High,Good,7,No,No
Bangalore,7,1126,2229,5905,No,Sufficient,5867,4548,3618,706,Medium,Moderate,9,Yes,Yes
Jaipur,4,1132,3402,9759,Yes,Scarce,3551,8464,2362,260,Low,Poor,2,No,Yes
Chennai,7,191,46123,2419,Yes,Scarce,7527,2031,3827,750,Low,Good,2,Yes,No
Ahmedabad,9,1977,15928,1974,No,Sufficient,5393,6180,3586,464,High,Poor,5,Yes,No
Pune,8,143,47902,5878,Yes,Scarce,5371,9323,3940,569,Medium,Good,3,Yes,No
Jaipur,6,1664,26218,4153,Yes,Scarce,6388,9727,3241,209,Medium,Good,10,Yes,No
Hyderabad,4,911,46176,1823,Yes,Scarce,3745,2030,4693,408,High,Moderate,1,Yes,No
Kolkata,10,1790,22112,2873,Yes,Scarce,3112,8996,3316,260,High,Moderate,7,Yes,No
Hyderabad,6,1401,16263,7684,No,Sufficient,2490,4582,673,386,High,Poor,2,No,No
Jaipur,5,1932,10638,2981,Yes,Scarce,9231,6358,824,693,Medium,Good,6,No,No
Delhi,5,353,13637,9569,No,Sufficient,6392,9423,2842,644,High,Good,10,Yes,Yes
Jaipur,4,994,2033,4659,No,Scarce,9810,2202,709,593,High,Moderate,9,No,No
Chennai,5,558,49149,4425,No,Scarce,1394,9936,538,915,Medium,Good,9,Yes,Yes
Pune,2,1434,7888,2313,No,Sufficient,8687,6230,2291,886,Low,Poor,2,No,No
Chennai,0,1349,37957,5370,Yes,Sufficient,5825,3225,899,477,Low,Good,7,No,No
Mumbai,1,608,31588,9240,No,Sufficient,2073,9382,1755,913,High,Good,8,No,No
Kolkata,0,1113,45744,9923,No,Scarce,2147,9603,4578,981,Medium,Poor,10,No,Yes
Pune,6,272,4635,9768,No,Sufficient,4853,6086,2728,509,Low,Poor,8,Yes,Yes
Mumbai,5,1824,35034,3479,No,Scarce,1129,7245,926,721,Low,Good,1,Yes,Yes
Kolkata,7,561,8710,6768,Yes,Sufficient,7866,3703,1025,370,High,Moderate,2,No,No
Ahmedabad,7,1496,23366,8301,No,Sufficient,3596,5120,3173,344,High,Moderate,7,Yes,No
Delhi,6,1672,33704,1598,No,Sufficient,8685,5161,2863,867,Medium,Poor,6,No,No
Kolkata,8,290,27170,6120,Yes,Scarce,5858,9019,3203,506,Low,Good,8,Yes,Yes
Kolkata,6,541,7720,3213,Yes,Scarce,1199,7500,3405,296,Medium,Poor,3,Yes,No
Kolkata,8,1079,32629,5248,No,Sufficient,1274,3282,805,103,Low,Poor,3,No,No
Chennai,4,1107,42308,3762,No,Scarce,1923,9265,899,729,Medium,Poor,9,No,Yes
Mumbai,7,1787,11636,6005,No,Sufficient,4552,1715,760,199,Low,Poor,10,Yes,Yes
Pune,0,693,12274,9405,Yes,Scarce,6876,3637,1362,381,Medium,Moderate,10,No,No
Kolkata,9,1339,17858,9767,Yes,Sufficient,2847,4976,2091,857,Low,Good,7,Yes,No
Delhi,6,1905,28526,5547,Yes,Scarce,4853,6915,2632,843,Medium,Moderate,3,Yes,Yes
Pune,2,826,34694,1326,Yes,Sufficient,3091,2741,1721,188,Medium,Good,2,No,No
Surat,0,1438,4944,1699,No,Sufficient,6771,9655,2886,771,Low,Moderate,4,No,Yes
Jaipur,3,1508,46349,7890,No,Sufficient,7426,2188,4592,539,High,Moderate,4,No,Yes
Pune,6,1764,30295,6404,No,Scarce,6693,4961,3242,491,Low,Moderate,7,No,No
Bangalore,9,240,36204,1353,No,Sufficient,8979,9990,2741,379,Low,Poor,2,No,No
Kolkata,4,1775,22973,8775,No,Scarce,5858,5647,3885,182,High,Poor,6,Yes,No
Mumbai,6,646,38143,2053,No,Scarce,5036,2765,3682,119,Medium,Moderate,1,No,No
Hyderabad,0,768,13650,1977,Yes,Sufficient,7320,2078,4439,1000,High,Good,3,No,No
Bangalore,8,189,10617,2146,No,Scarce,4430,2771,4309,298,Medium,Moderate,6,No,No
Ahmedabad,7,678,42440,2188,Yes,Sufficient,2317,6054,1718,332,Medium,Moderate,3,No,No
Surat,4,1935,14643,1777,No,Scarce,1653,3101,1270,825,High,Moderate,10,No,Yes
Mumbai,8,1942,9417,9412,No,Sufficient,9836,7408,1221,935,Low,Good,6,No,Yes
Delhi,2,1948,16466,4143,No,Sufficient,4493,1434,2673,910,Medium,Good,4,No,No
Jaipur,0,906,42053,2007,Yes,Scarce,1805,4486,2164,380,High,Moderate,9,Yes,No
Hyderabad,8,938,26095,5105,No,Sufficient,5765,7156,2406,724,High,Moderate,1,Yes,Yes
Delhi,0,1301,24364,8847,No,Sufficient,4296,4717,1325,579,High,Moderate,8,Yes,Yes
Surat,10,1788,7519,5121,No,Scarce,2816,6410,3889,600,Low,Good,1,Yes,No
Jaipur,8,1679,6209,6197,No,Sufficient,3822,5121,3648,895,Medium,Good,10,Yes,No
Bangalore,0,773,10234,9691,Yes,Scarce,3743,9502,4599,912,Medium,Good,2,No,Yes
Jaipur,5,931,42437,7037,No,Sufficient,4296,7278,1987,303,Medium,Poor,4,No,No
Bangalore,6,1184,43283,5903,No,Scarce,8599,6057,4860,600,Low,Moderate,4,Yes,No
Surat,7,1829,24268,8822,No,Scarce,1166,1314,907,643,Low,Good,3,No,No
Pune,4,594,19531,6249,Yes,Scarce,3778,9652,4864,503,Medium,Good,4,Yes,Yes
Kolkata,10,170,17424,9061,No,Sufficient,2113,9305,1660,532,Medium,Poor,9,Yes,Yes
Pune,3,469,16969,2506,Yes,Sufficient,6119,7805,566,457,Low,Poor,1,Yes,No
Hyderabad,9,1602,10902,3724,Yes,Scarce,6881,1966,4559,150,Medium,Poor,4,Yes,Yes
Ahmedabad,1,860,20253,5349,No,Sufficient,5153,4188,2013,878,High,Good,2,Yes,Yes
Chennai,4,1306,15659,5073,No,Sufficient,6206,2651,797,870,Low,Good,8,Yes,Yes
Kolkata,8,1722,28540,4018,No,Scarce,8479,5719,1979,687,Medium,Moderate,3,Yes,Yes
Hyderabad,9,1026,19715,8795,Yes,Sufficient,9145,5523,4120,249,Medium,Poor,9,No,No
Surat,7,1897,43697,9111,No,Sufficient,2061,1790,3825,621,Low,Poor,4,No,Yes
Surat,6,1964,21831,5111,No,Sufficient,5532,7498,906,883,High,Poor,8,No,Yes
Bangalore,8,1215,29886,7969,No,Scarce,4407,4219,2959,158,Medium,Poor,4,Yes,Yes
Mumbai,5,608,17070,2433,Yes,Scarce,1801,5553,2645,393,High,Moderate,6,No,No
Pune,6,1493,30467,1485,No,Sufficient,9929,3228,4205,950,Medium,Moderate,4,No,Yes
Kolkata,6,1652,38349,4748,Yes,Sufficient,7616,7500,3366,503,High,Good,8,Yes,Yes
Pune,1,1039,8285,9864,No,Scarce,1337,8840,4842,704,Medium,Moderate,4,No,No
Chennai,4,437,9788,3480,No,Sufficient,2989,7653,1828,902,Low,Good,3,Yes,No
Mumbai,7,1095,33918,9733,No,Sufficient,6671,1934,4719,519,High,Good,5,No,No
Delhi,8,448,7076,5884,Yes,Scarce,9312,2732,2251,532,High,Poor,10,Yes,Yes
Jaipur,8,1626,17426,7867,Yes,Scarce,5200,7799,1431,943,Medium,Moderate,4,No,Yes
Mumbai,0,902,3122,8402,No,Scarce,9941,6663,2743,964,High,Good,8,No,No
Mumbai,1,157,17998,5689,Yes,Sufficient,3755,5045,2158,688,Low,Good,7,No,No
Jaipur,2,792,30666,6115,No,Sufficient,1367,6313,3907,350,High,Good,1,Yes,No
Surat,1,382,1886,6634,Yes,Sufficient,8090,3886,3210,371,Low,Good,7,No,Yes
Ahmedabad,7,837,34472,8359,Yes,Sufficient,8816,4579,2035,446,Low,Good,4,No,No
Kolkata,2,1787,20063,3524,Yes,Scarce,3109,4829,2449,821,Low,Moderate,10,No,No
Jaipur,0,166,24455,1262,Yes,Scarce,8434,2917,2768,486,Medium,Good,4,Yes,No
Delhi,4,731,29844,6966,Yes,Scarce,4449,5414,4906,870,Medium,Good,10,Yes,No
Jaipur,5,1713,47447,8936,Yes,Sufficient,7753,9266,4638,729,Low,Good,5,No,Yes
Mumbai,8,635,44464,6536,No,Scarce,8276,9048,1108,147,High,Good,4,No,No
Surat,9,1680,12343,4507,No,Sufficient,5021,5767,1344,631,High,Moderate,4,No,Yes
Jaipur,4,617,18506,2152,Yes,Scarce,4237,5151,4816,535,Medium,Good,3,No,Yes
Pune,7,276,4370,6796,No,Sufficient,1500,1438,1568,535,High,Poor,8,No,Yes
Jaipur,9,1892,2740,8531,No,Sufficient,2617,5616,632,404,High,Poor,6,No,No
Jaipur,2,398,33548,5359,Yes,Scarce,4183,7522,1338,768,High,Good,10,No,No
Jaipur,1,1252,32357,8603,Yes,Scarce,4791,1538,1715,324,Low,Poor,7,Yes,Yes
Jaipur,3,1483,11613,6204,Yes,Sufficient,6500,5225,4069,248,Low,Good,8,No,No
Jaipur,3,1834,18422,2608,Yes,Sufficient,3126,7480,4927,249,Low,Good,4,No,Yes
Pune,6,369,48192,7811,Yes,Scarce,8677,7711,3755,122,High,Good,7,Yes,Yes
Ahmedabad,10,1592,25782,9882,No,Sufficient,9852,3756,4160,340,Low,Good,7,Yes,Yes
Pune,3,927,15501,5304,No,Sufficient,7573,8174,592,878,High,Good,7,Yes,No
